n_assets,repeat_id,strike,avg_stress_fraction,hedger,runtime_seconds,initial_price,mean_pnl,std_pnl,q05_pnl,q01_pnl
5,2,100.0,0.371875,regime,0.6710841659805737,8.070483123579244,-0.2425240691539424,1.9068892310160475,-4.47390385114079,-4.6697110077325945
5,3,100.0,0.39479166666666665,constant,0.30721062497468665,7.669689210088916,-0.7624004710580496,2.214599187990767,-4.744785769847777,-6.890679350020045
5,3,100.0,0.39479166666666665,regime,0.637549625011161,8.054276119462106,-0.36064748498434873,2.1447312756007975,-3.7606371359540387,-6.441580077484183
6,0,102.5,0.3416666666666667,constant,0.5890018750214949,7.570844735712888,-0.5241883506388989,1.81177544987916,-3.6504470213947235,-5.241498070372239
6,0,102.5,0.3416666666666667,regime,1.045908416970633,8.244615389309715,0.10040160955448699,1.7409740023444793,-2.3736424643749485,-4.221177576701449
6,1,102.5,0.359375,constant,0.5475979580078274,7.621481724378017,0.015227322422606004,2.022040189325356,-3.3687170246156413,-5.310351838541538
6,1,102.5,0.359375,regime,1.0329866670072079,8.392908820027827,0.8316128009863994,2.0196860203048206,-2.263906346963083,-3.6192765182002264
6,2,102.5,0.36875,constant,0.40668691700557247,7.522069329870467,-0.9332900152742543,1.9329545658293068,-3.820166521341433,-7.5386134451677265
6,2,102.5,0.36875,regime,0.9233929589972831,7.976255701434405,-0.49971830609349244,1.8123675213633534,-3.7101650494754943,-5.521539450428095
6,3,102.5,0.3416666666666667,constant,0.3141581670497544,7.662956144345184,-0.8078256900328089,1.8854755317076726,-3.7034680133139477,-6.609005741025031
6,3,102.5,0.3416666666666667,regime,0.7820973339839838,8.486129772394898,0.02711884389532484,1.8551006032651036,-3.2100481823133538,-4.096946219497692
8,0,102.625,0.3375,constant,0.4343513749772683,7.4116934969715365,-0.6023949621406416,1.9226541130898642,-3.8189601633689634,-5.82458655484624
8,0,102.625,0.3375,regime,0.8720732079818845,8.026449067080872,0.07249911614959677,1.9485485925159571,-2.727628791826164,-4.763377388187406
8,1,102.625,0.371875,constant,0.42396850005025044,7.383486732592793,-0.780600762156433,2.0136986468860605,-4.031822455503124,-8.258564379921822
8,1,102.625,0.371875,regime,0.8608438749797642,8.124810076241955,-0.024395015253837395,1.9631899029963538,-2.958778526950778,-7.048739089933122
8,2,102.625,0.37916666666666665,constant,0.3822857500053942,7.199581172008306,-0.8541329737690517,2.109940972600667,-4.5598121888826,-8.03617033859628
8,2,102.625,0.37916666666666665,regime,0.8233347500208765,8.011474853340461,0.015404235403786775,2.0513521370367456,-3.01860007161102,-6.430288957413866
8,3,102.625,0.35625,constant,0.34141287504462525,7.085714656714494,-0.7981882410886669,1.6831985639644322,-3.9154102538435573,-4.8341160838475705
8,3,102.625,0.35625,regime,0.8210250420379452,7.844466663679096,0.056894258740107576,1.6211088004768237,-2.78410320016334,-2.898050189275101
10,0,101.5,0.3697916666666667,constant,0.4312815419980325,7.057684911623917,-0.6518187484284089,1.9354701957833595,-3.9962412308955355,-5.908532478818708
10,0,101.5,0.3697916666666667,regime,1.0154104170505889,7.744771023911783,0.09396284535889135,2.041475972927865,-2.859820235420502,-4.788298102046991
10,1,101.5,0.36666666666666664,constant,0.4341519169975072,7.059346518259227,-0.44272380041218984,1.8108399469628413,-3.7212202349265757,-5.267668429558113
10,1,101.5,0.36666666666666664,regime,1.0695306250127032,7.981383175193167,0.5209935557719254,1.7965340927346758,-2.6966202736161935,-3.6760084096213816
10,2,101.5,0.36041666666666666,constant,0.4031204580096528,6.9501329620311845,-0.7959742100377853,1.769369716385392,-3.592456318743068,-5.7239544837127285
10,2,101.5,0.36041666666666666,regime,1.0832988749607466,7.644823398429418,-0.01162510149278242,1.7471414802016534,-2.7254793453329547,-4.477047668485925
10,3,101.5,0.35520833333333335,constant,0.42335804196773097,7.2565928482006266,-0.6344873814442908,2.0188435359592054,-3.752648592662404,-7.317980294022412
10,3,101.5,0.35520833333333335,regime,1.0038570000324398,7.710850181737846,-0.18096635526888022,2.0021885808263296,-3.7343944801294673,-5.727185937923601
