scenario_group,scenario_value,repeat_id,hedger,rho_stress,stress_share,lambda_daily,hedge_steps,strike_multiplier,avg_stress_fraction,runtime_seconds,model_initial_price,funding_initial_price,premium_adjustment,mean_pnl,std_pnl,median_pnl,q05_pnl,q01_pnl,min_pnl,max_pnl
stress_corr,0.98,1,constant,0.98,0.4,0.08,12,1.0,0.359375,0.42876695800805464,7.286346445157053,7.874048443109499,-0.5877019979524452,0.11123952307121858,1.643804279483178,0.20548639150869974,-2.577346385200991,-4.195620554832009,-4.226642735784651,3.19707077421268
stress_corr,0.98,1,regime,0.98,0.4,0.08,12,1.0,0.359375,0.8855774580151774,7.874048443109499,7.874048443109499,0.0,0.13230373001562037,1.6482836358101915,0.1551992220047751,-2.6440931872460522,-4.1468199821356295,-4.241564054199841,3.204063809286154
stress_corr,0.98,2,constant,0.98,0.4,0.08,12,1.0,0.36666666666666664,0.4067978330422193,6.944828572375206,8.026263131819832,-1.0814345594446255,-0.0674113649346801,2.146627279770402,0.49911734896361953,-4.3751830302595405,-5.062454607286776,-5.621584923373533,3.0506162937618466
stress_corr,0.98,2,regime,0.98,0.4,0.08,12,1.0,0.36666666666666664,0.8453317920211703,8.026263131819832,8.026263131819832,0.0,-0.10586480196390258,2.1120918492942558,0.2913905372593737,-4.172377470283141,-5.1690761276114126,-5.864543247638622,3.551112355122683
stress_corr,0.98,3,constant,0.98,0.4,0.08,12,1.0,0.37395833333333334,0.40267387503990903,6.968323861195914,7.9974275101995245,-1.02910364900361,0.24038931952466563,1.822144840898711,0.38864057652662626,-2.759650275604045,-4.646561416090983,-8.179687388530258,3.2488521598154545
stress_corr,0.98,3,regime,0.98,0.4,0.08,12,1.0,0.37395833333333334,0.8656525000114925,7.9974275101995245,7.9974275101995245,0.0,0.19597655760020197,1.771234905968086,0.3484119169380988,-2.601530718433176,-4.279066682482743,-7.3118028621812154,3.553064880360722
stress_share,0.2,0,constant,0.98,0.2,0.08,12,1.0,0.17083333333333334,0.40870979096507654,7.1909529345491805,6.960274557731799,0.2306783768173819,0.16327016903835267,1.765715271520211,0.12595747137525493,-2.592890685767778,-4.670771597260971,-5.686489633992049,3.6149866401634227
stress_share,0.2,0,regime,0.98,0.2,0.08,12,1.0,0.17083333333333334,0.837131165957544,6.960274557731799,6.960274557731799,0.0,0.16568710589661326,1.7425185159759995,0.1165012242975898,-2.8846738185480807,-4.514390667190552,-4.683045574243849,3.1725896041600024
stress_share,0.2,1,constant,0.98,0.2,0.08,12,1.0,0.178125,0.3906752089969814,7.239997725858004,7.095312441479883,0.144685284378121,0.2492509456363436,1.4591519390751795,0.4030372168039431,-1.9822754596556234,-2.5285057480802777,-3.2675328542969178,3.3643211296429456
stress_share,0.2,1,regime,0.98,0.2,0.08,12,1.0,0.178125,0.826745749975089,7.095312441479883,7.095312441479883,0.0,0.23800895028514218,1.5551565458589027,0.48811126515508907,-2.399258297303905,-3.0876275624634175,-4.549533936241464,3.3750100495529605
stress_share,0.2,2,constant,0.98,0.2,0.08,12,1.0,0.178125,0.4019168749800883,7.206892316143084,7.0922859821683275,0.1146063339747565,0.40661352244643245,1.5111184824272708,0.45213917507691015,-1.823646515240621,-3.332579804738646,-3.490993854334139,4.489086815597894
stress_share,0.2,2,regime,0.98,0.2,0.08,12,1.0,0.178125,0.834760166995693,7.0922859821683275,7.0922859821683275,0.0,0.40046190654073943,1.543055749349689,0.32343779159422326,-2.2271875094368156,-3.1368137194672876,-3.3376933795219905,4.454045507719989
stress_share,0.2,3,constant,0.98,0.2,0.08,12,1.0,0.17395833333333333,0.4206501670414582,6.995212639938386,7.045744299123159,-0.05053165918477287,-0.047771369101468474,1.5260775376651803,-0.024411071811691443,-2.719517941410608,-4.033812484835945,-4.151505272498255,3.0229086291189873
stress_share,0.2,3,regime,0.98,0.2,0.08,12,1.0,0.17395833333333333,0.9891512499889359,7.045744299123159,7.045744299123159,0.0,-0.08243131279609306,1.5779476912916877,0.060443949248367754,-2.930625563287402,-4.054141294398311,-4.616313457949658,2.7924907547271545
stress_share,0.3,0,constant,0.98,0.3,0.08,12,1.0,0.2833333333333333,0.4123604579945095,7.290302562309111,7.548804670086741,-0.2585021077776304,0.18103046641634446,1.5886613024093126,0.4608275421301439,-2.8131332955439396,-3.6681581135898513,-3.802908810633248,3.384392530346929
stress_share,0.3,0,regime,0.98,0.3,0.08,12,1.0,0.2833333333333333,0.8207841249532066,7.548804670086741,7.548804670086741,0.0,0.11018736593947971,1.6156728671174851,0.19751924462712722,-2.5405921585941664,-3.5596491101235506,-4.323059631863771,2.9362559624923392
stress_share,0.3,1,constant,0.98,0.3,0.08,12,1.0,0.24791666666666667,0.46987720899051055,7.0409049505164205,7.502393543524626,-0.46148859300820533,0.07762117065668536,2.1805536034557034,0.3874213892041354,-3.0427227311066667,-7.150344573663265,-9.62530486468551,3.8867481433894966
stress_share,0.3,1,regime,0.98,0.3,0.08,12,1.0,0.24791666666666667,0.8659106660052203,7.502393543524626,7.502393543524626,0.0,0.08315828819622158,2.04287095527332,0.2312653172349357,-2.924623394050805,-5.8629208535333115,-7.845956486081668,4.051357923205472
stress_share,0.3,2,constant,0.98,0.3,0.08,12,1.0,0.2604166666666667,0.4255712080048397,7.148585018758854,7.417572719094681,-0.26898770033582764,-0.17147953302080177,1.880274680362256,0.13913131448823313,-3.260665083606149,-4.476217415330963,-7.095173784656772,4.0049421022801255
stress_share,0.3,2,regime,0.98,0.3,0.08,12,1.0,0.2604166666666667,0.8378647919744253,7.417572719094681,7.417572719094681,0.0,-0.0918073629531847,1.8032684405997943,-0.11325118572582937,-2.869627839185603,-4.5215513387296875,-6.7697346415140265,4.151725380137293
stress_share,0.3,3,constant,0.98,0.3,0.08,12,1.0,0.25,0.39628583297599107,7.093321365655346,7.656729661292108,-0.5634082956367612,0.3547607121909878,1.4256032015197553,0.3249695661549481,-2.1235363945306256,-2.5972782957604323,-2.797555794428308,3.716845240178884
stress_share,0.3,3,regime,0.98,0.3,0.08,12,1.0,0.25,0.8429525410174392,7.656729661292108,7.656729661292108,0.0,0.2601733358025561,1.5676878574235587,0.5007287102356042,-2.139232876111752,-2.9898859050289115,-3.0267439798907336,4.269672391590589
stress_share,0.4,0,constant,0.98,0.4,0.08,12,1.0,0.38645833333333335,0.4270345839904621,7.121457255246381,7.828960403340779,-0.7075031480943981,0.25213601158315596,1.872828890569164,0.36984860056064606,-3.148183418539116,-4.862439731372169,-7.71051239413346,4.187383561971195
stress_share,0.4,0,regime,0.98,0.4,0.08,12,1.0,0.38645833333333335,0.9190725840162486,7.828960403340779,7.828960403340779,0.0,0.22710380149193274,1.8145735844060893,0.5053155526187261,-2.4401098492837034,-4.544275012216582,-6.393058596318127,4.207810329743623
stress_share,0.4,1,constant,0.98,0.4,0.08,12,1.0,0.3697916666666667,0.37195445800898597,7.113642287988148,7.909255256887882,-0.795612968899734,0.15006698088441633,1.828753807856288,0.6000027820792937,-2.9955217555251497,-5.409431452433786,-6.084997870954693,3.554335382196939
stress_share,0.4,1,regime,0.98,0.4,0.08,12,1.0,0.3697916666666667,0.8773959999671206,7.909255256887882,7.909255256887882,0.0,0.04151698483931772,1.9169088852739375,0.33462253349652116,-3.3134026276261217,-5.378649005486425,-6.4960734495954995,4.004660490805033
stress_share,0.4,2,constant,0.98,0.4,0.08,12,1.0,0.32083333333333336,0.41099150001537055,7.297393460267389,7.74627291931328,-0.4488794590458909,0.14436721727807433,2.0322931160864828,0.43065395577178356,-3.4187061147549263,-5.6429442509179175,-5.802216658162138,4.368971806649853
stress_share,0.4,2,regime,0.98,0.4,0.08,12,1.0,0.32083333333333336,0.8126540830126032,7.74627291931328,7.74627291931328,0.0,0.025629596911506503,2.018012271921123,0.25083824544031186,-4.320466612176347,-5.524009279825834,-5.725137210095667,3.8803171871279716
stress_share,0.4,3,constant,0.98,0.4,0.08,12,1.0,0.38333333333333336,0.3868451250018552,7.051158000497169,7.843401323569127,-0.7922433230719585,0.12765587243494086,1.8161420300596207,0.2838494750603431,-2.7471885755989085,-4.386069025406688,-6.276825536826138,4.435692097651248
stress_share,0.4,3,regime,0.98,0.4,0.08,12,1.0,0.38333333333333336,0.8206740830210038,7.843401323569127,7.843401323569127,0.0,0.16983707862063493,1.7738056803698892,0.2680212062170667,-2.6515082907234255,-3.9517281364742116,-4.641308811053861,4.641311144316781
stress_share,0.5,0,constant,0.98,0.5,0.08,12,1.0,0.4010416666666667,0.41468520899070427,7.24303401653959,8.161765823424114,-0.9187318068845238,0.1497273101075723,1.9583600653253723,0.5143028447263305,-3.692383601820705,-5.32454111534458,-5.557088120833964,4.338839729444025
stress_share,0.5,0,regime,0.98,0.5,0.08,12,1.0,0.4010416666666667,0.8214236249914393,8.161765823424114,8.161765823424114,0.0,0.16914548997857026,1.8933197121165914,0.18736348035347103,-3.146362688125758,-4.2271012792449465,-4.341335191480912,4.326539648101516
stress_share,0.5,1,constant,0.98,0.5,0.08,12,1.0,0.478125,0.650566374999471,7.214046777666838,8.352919757493996,-1.1388729798271582,0.19021879802418282,1.7673883087682862,0.4414678870540172,-2.611652072396696,-4.342049397880069,-5.619384601303052,3.9405018332915063
stress_share,0.5,1,regime,0.98,0.5,0.08,12,1.0,0.478125,0.9191879999707453,8.352919757493996,8.352919757493996,0.0,0.10166119510542848,1.7634047838549018,0.16345987259929085,-2.859134240990945,-3.837719959716264,-4.03759648178249,4.717824050878917
stress_share,0.5,2,constant,0.98,0.5,0.08,12,1.0,0.45416666666666666,0.40080129099078476,7.008568130999466,8.39964710187361,-1.391078970874144,0.46114657073824245,1.720383151487882,0.5986609169808449,-2.4405504735225634,-3.660602841967832,-4.347335735302785,3.7300633302026505
stress_share,0.5,2,regime,0.98,0.5,0.08,12,1.0,0.45416666666666666,0.8231989580090158,8.39964710187361,8.39964710187361,0.0,0.44858670015386776,1.6235910177916406,0.362662673785818,-2.294743759907726,-3.3946504693663866,-3.5772922672235516,4.085597077797232
stress_share,0.5,3,constant,0.98,0.5,0.08,12,1.0,0.4552083333333333,0.42048579204129055,7.253043160465876,8.446363377983252,-1.1933202175173756,-0.010118700561548798,2.4358715957887496,0.7209514457208178,-4.4968796591816504,-8.559403049277776,-9.196022212492615,3.6463228535865113
stress_share,0.5,3,regime,0.98,0.5,0.08,12,1.0,0.4552083333333333,0.876769291004166,8.446363377983252,8.446363377983252,0.0,-0.0203098487119334,2.075673252293983,0.09720125085582806,-3.4082162740749946,-6.882788823324311,-6.925863891240619,3.3831491947556884
hedge_frequency,Monthly,0,constant,0.98,0.4,0.08,12,1.0,0.35833333333333334,0.4009950839681551,7.008501933347221,7.768015361957647,-0.7595134286104264,-0.4832464639738288,2.213344694511201,-0.020224711748504376,-4.742688934890051,-7.527406805049611,-7.836398196086051,4.445655930176272
hedge_frequency,Monthly,0,regime,0.98,0.4,0.08,12,1.0,0.35833333333333334,0.844127667020075,7.768015361957647,7.768015361957647,0.0,-0.3389321982586727,1.967965539169398,-0.18542550888331277,-3.707913972372092,-7.110201488978418,-7.256907401314902,4.515951693150441
hedge_frequency,Monthly,1,constant,0.98,0.4,0.08,12,1.0,0.390625,0.37052012502681464,7.240489303039166,7.994475508680569,-0.7539862056414028,0.096123580970055,2.114187459190811,0.1110989702622088,-4.452924225033929,-5.540309340390955,-6.220855645892449,4.468846716070011
hedge_frequency,Monthly,1,regime,0.98,0.4,0.08,12,1.0,0.390625,0.8178231250494719,7.994475508680569,7.994475508680569,0.0,0.10486433922446874,2.079057435262015,0.18782621456916665,-3.5971570172767247,-5.067944641485276,-5.946055991555525,4.455506753238531
hedge_frequency,Monthly,2,constant,0.98,0.4,0.08,12,1.0,0.3625,0.5094438749947585,7.237555270949914,7.966904560805376,-0.7293492898554623,0.11634295560546719,2.2224020787188437,0.7241961141364044,-4.107578671282177,-5.312373574876267,-6.6354898449583715,3.6811223561163473
hedge_frequency,Monthly,2,regime,0.98,0.4,0.08,12,1.0,0.3625,0.8382319160155021,7.966904560805376,7.966904560805376,0.0,0.07290939973912261,2.221941990761415,0.5787258712811862,-3.7980948054903467,-4.89056852759991,-7.906094887998307,3.7750510936948274
hedge_frequency,Monthly,3,constant,0.98,0.4,0.08,12,1.0,0.4010416666666667,0.6186407500063069,7.288811825046963,7.944052935758838,-0.6552411107118745,-0.13634251129630826,1.9493188587515424,0.15418960892490247,-3.678835845671262,-4.467977438743973,-5.819334359037654,4.587814413775355
hedge_frequency,Monthly,3,regime,0.98,0.4,0.08,12,1.0,0.4010416666666667,0.8753414169768803,7.944052935758838,7.944052935758838,0.0,-0.11211012690604413,1.7854137561438717,-0.05668658776480129,-3.3642904972724073,-4.0635086149884225,-4.365349870935532,4.515141498402741
hedge_frequency,Quarterly,0,constant,0.98,0.4,0.08,4,1.0,0.2875,0.44408712501171976,7.081063036278754,7.47852448068379,-0.39746144440503617,-0.30779389761636655,2.3896135017046483,-0.03266640558280187,-4.847660312507893,-5.976671423836615,-8.119903701087296,4.767465274116105
hedge_frequency,Quarterly,0,regime,0.98,0.4,0.08,4,1.0,0.2875,0.12386712495936081,7.47852448068379,7.47852448068379,0.0,-0.46181446155178074,2.6403824261253432,-0.21381238771997627,-5.636229063946116,-7.332942844240843,-7.396541184731399,4.880870199376325
hedge_frequency,Quarterly,1,constant,0.98,0.4,0.08,4,1.0,0.284375,0.2115302499732934,7.025299625418412,7.644459697819265,-0.6191600724008532,0.2745522438147433,3.4019215462934653,0.8896623640933274,-4.539871475688511,-11.486711059355375,-17.261063530461627,5.660717549909279
hedge_frequency,Quarterly,1,regime,0.98,0.4,0.08,4,1.0,0.284375,0.1290130839915946,7.644459697819265,7.644459697819265,0.0,0.23115902726387444,3.319090553549197,0.6998760745275955,-5.873985310745795,-10.176823317679428,-14.918841041093899,5.488787087395252
hedge_frequency,Quarterly,2,constant,0.98,0.4,0.08,4,1.0,0.3,0.3510337920160964,7.162563934145947,8.105394918444246,-0.9428309842982987,0.1923244908437874,2.8349437391179677,0.5490913278655754,-5.697182686540203,-7.210515687568009,-9.483939985536267,5.56402926349638
hedge_frequency,Quarterly,2,regime,0.98,0.4,0.08,4,1.0,0.3,0.21201670897426084,8.105394918444246,8.105394918444246,0.0,0.1320163004112031,2.7294223705500373,0.1912337548637879,-5.663918284399455,-7.131324609919374,-7.149312360679957,5.622816654758893
hedge_frequency,Quarterly,3,constant,0.98,0.4,0.08,4,1.0,0.296875,0.27879316703183576,7.097574470218272,7.62150012469859,-0.5239256544803181,-0.23214489872758168,2.6216265333686675,0.28757835509455276,-5.332715263104102,-8.092435641779572,-8.58401396355054,4.479549829699479
hedge_frequency,Quarterly,3,regime,0.98,0.4,0.08,4,1.0,0.296875,0.19398149999324232,7.62150012469859,7.62150012469859,0.0,-0.33496973206926645,2.67525863168263,0.1853011188165823,-5.814907130500168,-7.70209157251462,-8.212081484599594,4.7412681409949045
hedge_frequency,Semiannual,0,constant,0.98,0.4,0.08,2,1.0,0.18125,0.04574575001606718,7.122403080829065,6.9814615938848394,0.14094148694422515,0.07607465913609421,2.8762316634801635,0.2612331978651916,-3.98861541744073,-7.867700268936292,-13.040173228050776,5.0042664883959915
hedge_frequency,Semiannual,0,regime,0.98,0.4,0.08,2,1.0,0.18125,0.0837176670320332,6.9814615938848394,6.9814615938848394,0.0,-0.05288242238687104,3.0465833702947647,0.24907411249137823,-4.539272241813133,-9.221267014192959,-12.783741160251747,4.9660748498133955
hedge_frequency,Semiannual,1,constant,0.98,0.4,0.08,2,1.0,0.2,0.04997900000307709,7.435348441379559,7.019477721433477,0.41587071994608227,-0.4005329303995701,4.133619716935277,0.3238720942302642,-8.65505782794797,-13.247237261025004,-14.655729854363798,5.05007794425056
hedge_frequency,Semiannual,1,regime,0.98,0.4,0.08,2,1.0,0.2,0.0909259159816429,7.019477721433477,7.019477721433477,0.0,-0.3272236638049241,3.8394453241297213,0.17637866684478354,-7.058855168459723,-10.918678892393194,-10.99133412145919,5.2065413723161384
hedge_frequency,Semiannual,2,constant,0.98,0.4,0.08,2,1.0,0.1625,0.09379600000102073,7.195194640478233,7.213880162697685,-0.01868552221945219,0.10024144766421714,4.04324815093722,0.8321520973383727,-5.772950153125316,-13.600464863237978,-20.591303123433633,5.358808333242976
hedge_frequency,Semiannual,2,regime,0.98,0.4,0.08,2,1.0,0.1625,0.10128404200077057,7.213880162697685,7.213880162697685,0.0,0.16881328772348986,3.680355009506632,0.8523848155930516,-6.277920463111311,-10.529922389462364,-16.53170603523039,5.446128615677722
hedge_frequency,Semiannual,3,constant,0.98,0.4,0.08,2,1.0,0.225,0.03020320797804743,7.160042481014867,7.202043605298646,-0.04200112428377878,0.8434112936980849,2.989768780025453,1.3699539438625088,-5.179071764765905,-6.032218086071859,-6.4806849484718825,5.21753267438919
hedge_frequency,Semiannual,3,regime,0.98,0.4,0.08,2,1.0,0.225,0.04266595799708739,7.202043605298646,7.202043605298646,0.0,0.7823627700170223,3.1778999310163347,1.386361830359041,-5.563907814829081,-6.805248395753896,-8.10552138556087,5.156572575779634
strike_multiplier,0.95,0,constant,0.98,0.4,0.08,12,0.95,0.34791666666666665,0.41036458301823586,10.02625489261863,10.852171686272994,-0.8259167936543648,0.20870312789855036,1.8345291158812569,0.4401897676936777,-3.3445648024208836,-6.233171180287821,-6.479293345205713,3.576292110522118
strike_multiplier,0.95,0,regime,0.98,0.4,0.08,12,0.95,0.34791666666666665,1.1306906249956228,10.852171686272994,10.852171686272994,0.0,0.1827110693520879,1.8822494749568732,0.3524637206250958,-3.486205170755086,-5.106259123232298,-5.311152740709716,3.5054747706321336
strike_multiplier,0.95,1,constant,0.98,0.4,0.08,12,0.95,0.378125,0.43891991704003885,10.190908464084002,10.690526467542275,-0.49961800345827356,-0.30271254237901307,2.310482252068928,0.4265338071033469,-5.661690711938614,-8.018061454862627,-8.110501578784447,2.6751702510055253
strike_multiplier,0.95,1,regime,0.98,0.4,0.08,12,0.95,0.378125,0.979501582973171,10.690526467542275,10.690526467542275,0.0,-0.29499651732318,2.0450344777713023,0.10639547832957419,-4.181230470482974,-6.610863283039004,-7.301869247400769,3.596839243056209
strike_multiplier,0.95,2,constant,0.98,0.4,0.08,12,0.95,0.3541666666666667,0.6792267090058886,10.437621003388232,10.721671262970405,-0.2840502595821732,-0.10717651060313974,1.9239524278287345,0.3275537270763458,-4.054958635863877,-5.9033819098574485,-6.879549345998214,4.328342719511809
strike_multiplier,0.95,2,regime,0.98,0.4,0.08,12,0.95,0.3541666666666667,1.3519581250147894,10.721671262970405,10.721671262970405,0.0,-0.18186007700991402,1.827119074044851,-0.056683442968725864,-3.753370596375154,-5.479815870553136,-6.037219124500382,4.226172386219233
strike_multiplier,0.95,3,constant,0.98,0.4,0.08,12,0.95,0.3614583333333333,0.4286451250081882,10.340765214659484,10.741044149995055,-0.4002789353355709,0.13735572779096256,1.75881703042298,0.4581323114815126,-3.1972622661735763,-3.7342206969676215,-4.06996206848654,3.2027257204645707
strike_multiplier,0.95,3,regime,0.98,0.4,0.08,12,0.95,0.3614583333333333,0.8211607499979436,10.741044149995055,10.741044149995055,0.0,0.08557368805850848,1.8631618197468598,0.20565924543603487,-2.989416088756176,-4.212443466065387,-4.56411609194801,3.468900549202619
strike_multiplier,1.0,0,constant,0.98,0.4,0.08,12,1.0,0.34791666666666665,0.4092714579892345,7.1518897251927775,7.7132629692499055,-0.561373244057128,-0.3281643128822783,2.4687798677335957,0.5204548120055819,-6.091497414651359,-7.262043957085708,-8.767205087270213,4.018032541965724
strike_multiplier,1.0,0,regime,0.98,0.4,0.08,12,1.0,0.34791666666666665,0.8275061669992283,7.7132629692499055,7.7132629692499055,0.0,-0.3144176407610137,2.210815450357414,0.14233825530865118,-5.046031532403714,-6.120919510606433,-7.871845380908127,3.690719836142911
strike_multiplier,1.0,1,constant,0.98,0.4,0.08,12,1.0,0.346875,0.3920365829835646,7.2214617917899595,7.936452337209457,-0.7149905454194974,0.13408196054997354,2.1729630886307127,0.5508946617345705,-3.8642155633059105,-7.18305162780653,-7.637646769107262,4.1963403791062746
strike_multiplier,1.0,1,regime,0.98,0.4,0.08,12,1.0,0.346875,0.8353930410230532,7.936452337209457,7.936452337209457,0.0,0.10909232750609026,2.148517988425619,0.46687788610642755,-3.993774526782878,-5.053927010886408,-6.67663661111069,4.944672583309682
