hedge_steps,days_per_hedge_step,hedge_label,lambda_daily,expected_stress_duration_days,repeat_id,avg_stress_fraction,hedger,runtime_seconds,model_initial_price,funding_initial_price,premium_adjustment,mean_pnl,std_pnl,median_pnl,q05_pnl,q01_pnl,min_pnl,max_pnl
12,21,Monthly,0.04,41.666666666666664,1,0.3458333333333333,regime,0.9690190419787541,8.579158651959258,8.579158651959258,0.0,-0.12532459903546936,1.8468338502019395,-0.024658853955642712,-3.670445261706439,-4.411709908626887,-4.5671014893216615,3.519808110144652
12,21,Monthly,0.04,41.666666666666664,2,0.3173611111111111,constant,0.26558362500509247,8.125197900961759,8.720325050951708,-0.5951271499899491,0.1761805856024558,1.7670186919683282,0.31179263543528546,-2.749499278367213,-4.249604008553037,-5.4168593475460565,3.975027793137542
12,21,Monthly,0.04,41.666666666666664,2,0.3173611111111111,regime,0.8718672919785604,8.720325050951708,8.720325050951708,0.0,0.1141478669176375,1.8040974799074172,0.2997007402126073,-2.8870514741149536,-4.558590254636133,-4.832065881121248,4.080439332226021
6,42,Bi-monthly,0.15,11.11111111111111,0,0.33194444444444443,constant,0.16239683295134455,8.185066785623214,8.863853121155808,-0.6787863355325943,0.26271486133317773,2.502219721477966,0.5273254841045496,-3.3051994432580436,-7.232357552854556,-11.133276494309968,5.7862739098128415
6,42,Bi-monthly,0.15,11.11111111111111,0,0.33194444444444443,regime,0.2649622920434922,8.863853121155808,8.863853121155808,0.0,0.2654682377349523,2.4743827845897246,0.3764467839578507,-3.1330102936425113,-7.5904778337522325,-10.210441935648973,5.71173739149706
6,42,Bi-monthly,0.15,11.11111111111111,1,0.3472222222222222,constant,0.14987445896258578,8.227451548947906,8.53129844694878,-0.3038468980008737,-0.19967919198375975,2.4717347075252003,0.20880327310717917,-4.405139141817854,-7.244478760478586,-7.979486699475487,5.677953272424702
6,42,Bi-monthly,0.15,11.11111111111111,1,0.3472222222222222,regime,0.26314608298707753,8.53129844694878,8.53129844694878,0.0,-0.24582644302101805,2.499194114529464,0.061071180342237505,-3.9691651318323182,-7.5161965036737035,-9.315692607985596,5.872087293190255
6,42,Bi-monthly,0.15,11.11111111111111,2,0.325,constant,0.12704316701274365,8.199485968397608,8.553035322490112,-0.3535493540925039,0.44286045020934756,2.1833621169138797,0.5425446953554782,-2.9955680044367208,-5.88774552026306,-6.47043145155955,4.7705265906118655
6,42,Bi-monthly,0.15,11.11111111111111,2,0.325,regime,0.28059095796197653,8.553035322490112,8.553035322490112,0.0,0.4213103582860281,2.1678166668400602,0.531756305485203,-2.8427139244957713,-5.3294180930551045,-6.967862124643755,4.664744305456139
6,42,Bi-monthly,0.08,20.833333333333332,0,0.32222222222222224,constant,0.239967874949798,8.434762116473832,8.74288487858051,-0.30812276210667733,0.1786916885913259,2.6373813873024736,0.7405657719984564,-4.786821040305064,-6.319918560838273,-9.115309468709508,6.428861318768295
6,42,Bi-monthly,0.08,20.833333333333332,0,0.32222222222222224,regime,0.2579178750165738,8.74288487858051,8.74288487858051,0.0,0.1277553288091864,2.7113848469929858,0.4068734997015522,-4.913964406818581,-5.810321043272792,-9.057917300640943,6.50981028596885
6,42,Bi-monthly,0.08,20.833333333333332,1,0.3277777777777778,constant,0.21595758298644796,8.257862881246565,8.655333777612336,-0.39747089636577115,-0.0009864192257480846,2.53826798967447,0.25667998107920553,-3.6238775034905952,-7.576858486482286,-8.341416091164987,4.558818412017104
6,42,Bi-monthly,0.08,20.833333333333332,1,0.3277777777777778,regime,0.2723811669857241,8.655333777612336,8.655333777612336,0.0,-0.009728119879305951,2.477252383461571,0.11075266337878276,-3.9181874407914683,-7.08671455525354,-7.906880977157186,4.498837290360996
6,42,Bi-monthly,0.08,20.833333333333332,2,0.3347222222222222,constant,0.16431575000751764,8.207677559375377,8.585577080240677,-0.37789952086530043,-0.04722764448645513,2.4884914392118116,-0.09216803190872014,-4.050396064642773,-7.203106122813797,-8.227513044355945,4.9360952049250315
6,42,Bi-monthly,0.08,20.833333333333332,2,0.3347222222222222,regime,0.255710833997,8.585577080240677,8.585577080240677,0.0,-0.13789624846298518,2.5119788669677847,-0.25531717801820975,-4.286901199912676,-6.6875778482768,-7.329382681916499,4.828493984445757
6,42,Bi-monthly,0.04,41.666666666666664,0,0.30277777777777776,constant,0.13336824998259544,8.291531684772078,8.90431578655417,-0.6127841017820916,0.2093777626924244,3.0129493181474367,0.5945357791176018,-4.521881910053577,-7.391886292907867,-19.155021203733465,5.217002345266209
6,42,Bi-monthly,0.04,41.666666666666664,0,0.30277777777777776,regime,0.26600920798955485,8.90431578655417,8.90431578655417,0.0,0.24480072273127557,2.868719586835328,0.292461317355901,-4.202061607572431,-6.507567970499171,-16.621941281273575,5.374010593006311
6,42,Bi-monthly,0.04,41.666666666666664,1,0.2986111111111111,constant,0.14301770803285763,8.087536708435588,8.729506874713392,-0.6419701662778046,-0.06444902139401693,2.793855063242392,0.1234767735544689,-4.792843264086941,-9.693900831697915,-10.731445918291314,6.067284950462387
6,42,Bi-monthly,0.04,41.666666666666664,1,0.2986111111111111,regime,0.2604645419633016,8.729506874713392,8.729506874713392,0.0,-0.08498984751474108,2.7693610630155945,0.08252457777713082,-4.390375810739895,-7.3267451439223334,-12.022767855934333,6.205354718036467
6,42,Bi-monthly,0.04,41.666666666666664,2,0.3,constant,0.1574721669894643,8.257271830102809,8.54201710729547,-0.28474527719266085,0.16639053438513637,2.711631596882043,0.2752915826517821,-4.259991169355484,-7.57644335337451,-12.573613486040728,5.799404734764856
6,42,Bi-monthly,0.04,41.666666666666664,2,0.3,regime,0.2530317909549922,8.54201710729547,8.54201710729547,0.0,0.08770600881281122,2.714312554403733,0.07780054109717582,-4.217256493896904,-6.90812711158998,-11.453385039382361,5.72995327337388
4,63,Quarterly,0.15,11.11111111111111,0,0.32916666666666666,constant,0.07370499998796731,8.229305587553876,8.506015950100817,-0.27671036254694137,-0.12450824167490065,3.1958819038688486,0.3145347184304441,-5.512005043877463,-7.793463746917385,-18.41101425995251,4.466061578826718
4,63,Quarterly,0.15,11.11111111111111,0,0.32916666666666666,regime,0.14803987502818927,8.506015950100817,8.506015950100817,0.0,-0.16558489470114815,3.2848069641354414,0.12571807041351857,-5.348530327625644,-7.474812733569526,-18.836416939099053,4.4818771775840105
4,63,Quarterly,0.15,11.11111111111111,1,0.3229166666666667,constant,0.0919444159953855,8.26768597620324,8.27202879367856,-0.004342817475320615,-0.4083673910129046,3.356829382503401,-0.1484583404998645,-6.247059443983751,-8.736233386644964,-9.461148251451903,6.175941989901716
4,63,Quarterly,0.15,11.11111111111111,1,0.3229166666666667,regime,0.17847937502665445,8.27202879367856,8.27202879367856,0.0,-0.38504440415377633,3.35735720893124,-0.04806369190527615,-6.332003513486988,-8.63290250281319,-9.611872650197256,6.0353217484821755
4,63,Quarterly,0.15,11.11111111111111,2,0.30416666666666664,constant,0.14945820899447426,8.3559868532189,8.621863584667793,-0.265876731448893,0.20840303665890658,3.231280084762433,0.4734067729882412,-5.105419504320886,-7.71909935994136,-17.024121633233534,6.322999833423808
4,63,Quarterly,0.15,11.11111111111111,2,0.30416666666666664,regime,0.14575662498828024,8.621863584667793,8.621863584667793,0.0,0.24068843128590695,3.1863590700698183,0.2502445787878713,-4.561431868661393,-7.458577455154711,-15.755329289476322,6.264428821362493
4,63,Quarterly,0.08,20.833333333333332,0,0.3,constant,0.08419700001832098,8.11675898716867,8.484810093110779,-0.36805110594210966,-0.40095111082592216,3.6410825984081696,-0.046007506712978596,-6.275807200669028,-12.411977922986477,-16.71314002615456,5.227633216825922
4,63,Quarterly,0.08,20.833333333333332,0,0.3,regime,0.1492927080253139,8.484810093110779,8.484810093110779,0.0,-0.3781776787814576,3.545736703055175,-0.010223178058098359,-7.048071376411478,-10.38905070256472,-15.001201839489497,5.422629109608707
4,63,Quarterly,0.08,20.833333333333332,1,0.26875,constant,0.07907170901307836,8.291591178434029,8.456149339485005,-0.16455816105097654,0.2814888194436372,2.840417975259878,0.5249393373825149,-4.240458537793061,-8.85531950986353,-11.366981790315975,6.361567461811184
4,63,Quarterly,0.08,20.833333333333332,1,0.26875,regime,0.12639024999225512,8.456149339485005,8.456149339485005,0.0,0.2638328930650275,2.8290786843356575,0.3843943827011863,-4.096194616556693,-8.499700676156195,-9.571480284082085,6.3363499040653934
4,63,Quarterly,0.08,20.833333333333332,2,0.3125,constant,0.07352391700260341,8.043371597347953,8.421764717408397,-0.37839312006044423,-0.03746036698358415,3.148359144113213,0.14920980175070364,-4.7503912799104615,-10.920278393946601,-12.925593928850546,5.757757463479031
4,63,Quarterly,0.08,20.833333333333332,2,0.3125,regime,0.15719941700808704,8.421764717408397,8.421764717408397,0.0,-0.06996474672457904,3.181720838416164,0.15509680089162803,-4.645697822034904,-10.79239186198731,-11.557810083729422,5.993405826491532
4,63,Quarterly,0.04,41.666666666666664,0,0.28541666666666665,constant,0.06857433402910829,8.073235103602045,8.563250273638447,-0.4900151700364024,-0.10377556191473462,2.8484732170015894,-0.27937851880459164,-4.413924383521855,-6.11503030326479,-9.918114961796114,5.92384930598238
4,63,Quarterly,0.04,41.666666666666664,0,0.28541666666666665,regime,0.1278913330170326,8.563250273638447,8.563250273638447,0.0,-0.10578388176485566,2.955721491523075,-0.32663539614108883,-4.769813569785271,-6.167404512863238,-10.821774111238327,6.083077516165048
4,63,Quarterly,0.04,41.666666666666664,1,0.2916666666666667,constant,0.07427237502997741,8.311508385538847,8.430188584171841,-0.11868019863299395,-0.3007636912164392,3.415796794937932,0.46020616315323704,-6.465511811798078,-10.209290614054245,-11.098962491643775,5.878574543183916
4,63,Quarterly,0.04,41.666666666666664,1,0.2916666666666667,regime,0.1381696659955196,8.430188584171841,8.430188584171841,0.0,-0.32240384886395757,3.3449042175495105,0.22190873481715911,-6.28219152736404,-9.272982991158097,-11.312915401733036,5.979032834349049
4,63,Quarterly,0.04,41.666666666666664,2,0.29375,constant,0.08650900004431605,8.108211717699138,8.523723890891159,-0.4155121731920204,-0.04182525826624127,2.8038875082748747,0.351869691984269,-5.128542289964083,-6.2997012213433985,-9.646852816718734,5.317120086085886
4,63,Quarterly,0.04,41.666666666666664,2,0.29375,regime,0.15352329198503867,8.523723890891159,8.523723890891159,0.0,-0.08383013142105504,2.8119226742574277,0.25896389023883515,-5.211028321443829,-6.208244566635193,-8.195296064795812,5.428273157984158
2,126,Semiannual,0.15,11.11111111111111,0,0.15833333333333333,constant,0.04930812504608184,8.391423856803186,8.250363554366544,0.14106030243664236,0.3564363269266862,3.2842047677171355,0.9695813695826523,-5.379980073956534,-6.563729974084382,-9.173174681299457,5.721259388441361
2,126,Semiannual,0.15,11.11111111111111,0,0.15833333333333333,regime,0.04266791703412309,8.250363554366544,8.250363554366544,0.0,0.3845540843741656,3.326650858056807,0.8624685022353056,-5.394987727211792,-6.804510653016327,-8.15772729463599,5.744921251243682
2,126,Semiannual,0.15,11.11111111111111,1,0.18333333333333332,constant,0.04704179201507941,8.243365824364867,8.119170723285796,0.12419510107907072,0.24794305916586745,3.9059373007108125,0.6018638766809179,-5.915076612042496,-8.887461780191746,-16.916176442119948,6.323823021615894
2,126,Semiannual,0.15,11.11111111111111,1,0.18333333333333332,regime,0.08688625000650063,8.119170723285796,8.119170723285796,0.0,0.24256775642160114,3.8711566998953493,0.7175759031913316,-6.560428236138113,-8.864224900889173,-14.08124806024562,6.384420503974567
2,126,Semiannual,0.15,11.11111111111111,2,0.20833333333333334,constant,0.06047241704072803,8.08273801774012,8.2651586205365,-0.1824206027963804,0.5643322992324187,4.059180819665322,0.9348235651369716,-5.866098070836154,-11.209419955262156,-19.094182794161455,6.124561698883021
2,126,Semiannual,0.15,11.11111111111111,2,0.20833333333333334,regime,0.05556145799346268,8.2651586205365,8.2651586205365,0.0,0.575957691511991,4.061763004798083,1.1349438170726387,-5.49679386297957,-12.34401691387102,-17.272583684534055,6.1334274321613265
2,126,Semiannual,0.08,20.833333333333332,0,0.21666666666666667,constant,0.024923916964326054,8.148420569061589,8.092309849791599,0.05611071926998967,0.5944748327978135,3.4845984791208835,0.8677651339836387,-5.5191664375901155,-9.810945183724579,-10.610939851006833,6.404482843698716
2,126,Semiannual,0.08,20.833333333333332,0,0.21666666666666667,regime,0.03506929101422429,8.092309849791599,8.092309849791599,0.0,0.5328239670192352,3.577938605905971,0.7482837934164799,-5.732459491826784,-9.847721321703332,-10.956682285046362,6.460264931608485
2,126,Semiannual,0.08,20.833333333333332,1,0.18333333333333332,constant,0.029025666997767985,8.371912162982836,8.221584548906751,0.15032761407608497,0.19266353767197117,3.9210739251253526,0.7729360769757818,-7.213765731887063,-10.402155695994367,-13.076049461892552,6.359720361909815
2,126,Semiannual,0.08,20.833333333333332,1,0.18333333333333332,regime,0.02443062502425164,8.221584548906751,8.221584548906751,0.0,0.15951820421293791,3.9599007267941357,0.7133777987990939,-7.347725945573158,-10.692431227634831,-11.07522284600173,6.318893899124376
2,126,Semiannual,0.08,20.833333333333332,2,0.22083333333333333,constant,0.042139916971791536,8.222888049055074,8.257670251549463,-0.034782202494389125,-0.22552145516498687,4.236294665561716,0.22125319057436243,-6.010989410701532,-14.94555921164076,-15.718391958004446,6.16823021222681
2,126,Semiannual,0.08,20.833333333333332,2,0.22083333333333333,regime,0.04190179199213162,8.257670251549463,8.257670251549463,0.0,-0.25151618843728285,4.184624616591682,0.3189014535919732,-6.2859057681068276,-13.803180360609664,-15.239999160471964,6.141593287647957
2,126,Semiannual,0.04,41.666666666666664,0,0.2375,constant,0.03059041703818366,8.153110518585006,8.175644479519162,-0.022533960934156383,-0.6093275592947531,4.854695462952498,-0.14698180596242327,-8.36398080043585,-14.805241384022201,-22.245189862595062,6.58530178388974
2,126,Semiannual,0.04,41.666666666666664,0,0.2375,regime,0.03796220803633332,8.175644479519162,8.175644479519162,0.0,-0.6078490209813722,4.764243682184585,-0.2144323795807388,-8.674101130681814,-14.355460468193154,-20.60332314591706,6.471353085406292
2,126,Semiannual,0.04,41.666666666666664,1,0.21666666666666667,constant,0.022430833021644503,8.331789736009357,8.402269730577524,-0.07047999456816711,0.073943452464317,4.084877480795609,0.18738962455637065,-6.456665726881912,-11.047037373817123,-17.507830346663674,6.530486382133709
2,126,Semiannual,0.04,41.666666666666664,1,0.21666666666666667,regime,0.0383059160085395,8.402269730577524,8.402269730577524,0.0,0.0021977257547664813,4.170094679640311,0.23972043336151394,-6.625369402171397,-11.392124317826875,-17.04405530205314,6.683138830556835
2,126,Semiannual,0.04,41.666666666666664,2,0.1875,constant,0.031384416040964425,7.980258879825765,8.117856006793199,-0.13759712696743343,0.12842121148709734,3.539899660243191,0.6468498286758404,-6.4920293505743585,-8.824075907667988,-11.919646176621981,5.9979496029947725
2,126,Semiannual,0.04,41.666666666666664,2,0.1875,regime,0.03213691699784249,8.117856006793199,8.117856006793199,0.0,0.13240752566801145,3.5117636353047192,0.6115694663877207,-6.762905524003229,-9.387805832665721,-9.987896119015957,5.9436493337255385
